entity_id,company,sector,subsector,round,deal_type,amount_m,valuation_m,date,date_display,month_year,quarter,year,location,lead_investors,other_investors,robotnik_notes,source,source_status,total_raised_m,public_market_link,related_tickers
amazon-globalstar,Amazon / Globalstar,Space,Satellite Communications,M&A,venture,11570.0,11570.0,2026-04-14,14-Apr-26,Apr-26,2Q26,2026,"USA (Covington, LA)",Amazon,,"Amazon acquires Globalstar at $90/share = $11.57B cash. Bolsters Amazon Leo satellite biz vs Starlink/ASTS. Inherits MSS spectrum, infra, Apple iPhone/Watch satellite connectivity contract. Closes 2027. Direct shot at SpaceX direct-to-cell dominance.",https://www.cnbc.com/2026/04/14/amazon-globalstar-satellite-leo-internet.html,verified,,,
glydways,Glydways,Robotics,Autonomous Systems & Drones,Series C,venture,170.0,700.0,2026-04-14,14-Apr-26,Apr-26,2Q26,2026,"USA (San Francisco, CA)","Suzuki Motor, ACS Group, Khosla Ventures","Mitsui Chemicals, Gates Frontier, Obayashi Corporation","Pod-based autonomous personal-transit network operator; oversubscribed Series C with operational pilots in UAE/NYC/Atlanta and $250M+ raised cumulatively. Direct comp set: Zoox (Amazon), Glide; novel infrastructure-plus-AV thesis.",https://www.globenewswire.com/news-release/2026/04/14/3273722/0/en/Glydways-Raises-Oversubscribed-170M-Series-C-as-First-Autonomous-Vehicle-Networks-Enter-Public-Operation-in-2026.html,verified,,,
rocket-lab-mynaric,Rocket Lab / Mynaric,Space,Space Components,M&A,venture,155.3,155.3,2026-04-14,14-Apr-26,Apr-26,2Q26,2026,Germany (Munich),Rocket Lab,,Rocket Lab completes Mynaric acquisition - laser optical comm terminals. Cash + 2.27M RKLB shares = $155.3M. Higher than originally agreed. Tied to RKLB's $1.3B SDA Tranche 3 prime contracts (CONDOR Mk3 terminals). First European footprint for RKLB.,https://www.satellitetoday.com/technology/2026/04/14/rocket-lab-closes-mynaric-acquisition-at-higher-price-than-originally-agreed/,verified,,,
sygaldry-technologies,Sygaldry Technologies,Semiconductors,Frontier Compute,Series A,venture,105.0,,2026-04-14,14-Apr-26,Apr-26,2Q26,2026,"USA (Berkeley, CA)",Breakthrough Energy Ventures,"Y Combinator, Rock Yard Ventures, IQT, University of Michigan, QDNL Participations, Expeditions Fund, 468 Capital, Morpheus Ventures, WTI, Overmatch Ventures, RRE Ventures, Switch Ventures",Chad Rigetti's new venture builds quantum-accelerated AI servers combining multiple qubit types in fault-tolerant architecture. Continues post-NVDA investment thesis that quantum acceleration may shave training/inference cost vs. monolithic GPU stacks like NVDA's H/B-series.,https://www.globenewswire.com/news-release/2026/04/14/3273436/0/en/Sygaldry-raises-139M-to-build-quantum-computers-for-AI.html,verified,,,
neye-ai,nEye.ai,Semiconductors,Frontier Compute,Series C,venture,80.0,,2026-04-14,14-Apr-26,Apr-26,2Q26,2026,"USA (Sunnyvale, CA)",Sutter Hill Ventures,"CapitalG, M12 (Microsoft), Socratic Partners","Optical Circuit Switching for AI data centers, fusing silicon photonics with MEMS. Optical interconnect is the key bottleneck as hyperscale clusters scale; competes with the embedded TIA/laser stack underpinning AVGO and MRVL.",https://www.businesswire.com/news/home/20260414407496/en/nEye.ai-Secures-$80-Million-Series-C-to-Scale-Optical-Circuit-Switching-for-AI-Infrastructure,verified,,,
niulinx,Niulinx,Robotics,Autonomous Systems & Drones,Series A,venture,41.5,,2026-04-14,14-Apr-26,Apr-26,2Q26,2026,Italy (Milan),"A2A, CDP Venture Capital","AFL, Ferrovie dello Stato Italiane, Pirelli, VC Partners SGR, MOST, ICO Falck Foundation",Politecnico di Milano spin-out building a full AV stack for European robotaxis; largest Italian AV round to date. Compares to Wayve and Mobileye Drive in the European AV layer.,https://en.ilsole24ore.com/art/autonomous-driving-niulinx-challenges-italian-robotaxi-round-38-million-AIjZjCRC,verified,,,
dustphotonics,DustPhotonics,Semiconductors,Frontier Compute,M&A,venture,1300.0,1300.0,2026-04-13,13-Apr-26,Apr-26,2Q26,2026,Israel (Modi'in),Credo Technology (NASDAQ: CRDO),,"Credo to pay up to $1.3B ($750M cash + ~0.92M shares + ~3.21M earn-out) for Israeli SiPho PIC startup spanning 400G-3.2T. Vertically integrates SerDes, DSP and silicon photonics, sharpening Credo's optics challenge to MRVL/AVGO.",https://www.businesswire.com/news/home/20260413933103/en/Credo-Agrees-to-Acquire-DustPhotonics-Accelerating-Expansion-into-Silicon-Photonics-and-Next-Generation-Optical-Connectivity,verified,,,
citra-space,Citra Space,Space,Earth Observation,Series A,venture,15.0,,2026-04-13,13-Apr-26,Apr-26,2Q26,2026,"USA (Colorado Springs, CO)",Washington Harbour Partners,"Industrious Ventures, Reliable Properties, Scout VC, Squadra Ventures, Alumni Ventures, Flex Capital","Space domain awareness — orbital object identification ('fingerprinting'). 35,000 objects in orbit, 10,000 unidentified. Founded 2024 by ex-Space Force/AF officers. Fits Golden Dome adjacent. WHP also led Turion this month — clear thesis on SDA infrastructure.",https://spacenews.com/citra-space-raises-15-million-series-a-to-expand-platform-for-identifying-objects-in-orbit/,verified,,,
rapidus,Rapidus,Semiconductors,Foundry,Government investment,government,4000.0,,2026-04-11,11-Apr-26,Apr-26,2Q26,2026,"Japan (Chitose, Hokkaido)",Government of Japan (METI),,"METI approved Y631.5B (~$4B) tranche bringing total Rapidus support to ~Y2.6T (~$16B), targeting 2nm production for Fujitsu. Government bet to recapture leading-edge foundry share currently dominated by TSM.",https://www.bloomberg.com/news/articles/2026-04-11/japan-bets-16-billion-to-propel-startup-rapidus-into-ai-chips,verified,,,
pixel-photonics,Pixel Photonics,Semiconductors,OSAT / Packaging & Test,Seed,venture,15.8,,2026-04-10,10-Apr-26,Apr-26,2Q26,2026,Germany (Munster),Futury Capital,"European Innovation Council Accelerator, Federal Agency for Disruptive Innovation (SPRIND), Kensho Ventures, High-Tech Grunderfonds (HTGF)","University of Munster spinout developing waveguide-integrated SNSPDs for quantum/photonics test/measurement — E5M equity seed plus E8.5M EIC. Picks-and-shovels enabler for Frontier Compute, similar role to KLAC for advanced packaging.",https://www.eu-startups.com/2026/04/as-us-and-china-ramp-up-quantum-investment-germanys-pixel-photonics-raises-e13-5-million-to-accelerate-market-entry,verified,,,
sifive,SiFive,Semiconductors,Fabless Design,Series G,venture,400,3650,2026-04-09,09-Apr-26,Apr-26,2Q26,2026,USA (San Jose),Atreides Management,"Apollo Global Management, NVentures (NVIDIA), Point72 Turion, T. Rowe Price, Prosperity7 Ventures, Sutter Hill Ventures","Leading RISC-V IP provider with 500+ designs and 10B+ cores shipped. Final private round before anticipated IPO, accelerating high-performance RISC-V CPU and AI IP for data centers.",https://www.sifive.com/press/sifive-raises-400-million-to-accelerate-high-performance-risc-v-data-center-solutions,verified,,,
spacety,Spacety,Space,Earth Observation,Strategic,strategic_corporate,190.0,,2026-04-09,9-Apr-26,Apr-26,2Q26,2026,China (Changsha),Liangxi Sci-Tech Innovation Phase II Fund (Bohua Capital),"Turing Capital, Puhua Capital, Guoxin Guozheng, Xiangjiang State Investment","Chinese commercial SAR satellite manufacturer raised $190M (1.3B yuan) ahead of A-share IPO. 38 satellites launched, 21 missions. Sanctioned by US Treasury in 2023 for alleged SAR imagery to Wagner. State-linked funding circumvents US capital limits. China commercial SAR consolidator.",https://spacenews.com/spacety-raises-190-million-to-scale-satellite-manufacturing-plans-ipo/,verified,,,
portal-space-systems,Portal Space Systems,Space,Space Components,Series A,venture,50.0,250.0,2026-04-09,9-Apr-26,Apr-26,2Q26,2026,"USA (Bothell, WA)","Geodesic Capital, Mach33","Booz Allen Ventures, ARK Invest, AlleyCorp, FUSE",Solar thermal propulsion for rapidly maneuverable spacecraft (Supernova). $45M SpaceWERX contract. Starburst-1 launching fall 2026 on SpaceX Transporter-18. Founded by ex-SpaceX Raptor engineer Jeff Thornburg. 'Fighter jet for orbit' positioning.,https://spacenews.com/portal-space-systems-raises-50-million-to-accelerate-spacecraft-development/,verified,,,
d-robotics,D-Robotics,Robotics,Software & Simulation,Series B (extension),venture,150.0,,2026-04-08,8-Apr-26,Apr-26,2Q26,2026,China (Shanghai),Undisclosed,"GL Ventures, 5Y Capital, Linear Venture, Hermitage Capital, Vertex Growth (Temasek), Synstellation Capital, Prosperity7 Ventures, Xilian Capital, Joyoung Family Office, BAIC Capital, Didi, Meituan Longzhu",Horizon Robotics-spinoff providing compute platforms and stacks for embodied AI; Series B2 brings cumulative B-round to $270M. Plays the China-based 'NVIDIA-for-robots' angle vs NVDA Cosmos/Isaac stack.,https://theaiinsider.tech/2026/04/08/chinas-d-robotics-raises-usd-150m-in-new-funding-with-series-b-total-of-usd-270m/,verified,,,
airhub,AirHub,Robotics,Software & Simulation,Series A,venture,4.8,,2026-04-08,8-Apr-26,Apr-26,2Q26,2026,Netherlands (The Hague),Keen Venture Partners,"RunwayFBU, Lumaux, LUMO Labs","Drone-operations C2 software for security/defence customers (Dubai Police, Belgian Federal Police, Shell). Borderline below threshold but flagship dual-use European drone-software round.",https://dronelife.com/2026/04/08/drone-operations-software-company-airhub-closes-e4-4m-series-a/,verified,,,
starfish-space,Starfish Space,Space,In-Orbit Services,Series B,venture,110,,2026-04-07,7-Apr-26,Apr-26,2Q26,2026,USA,"Point72 Ventures, Activate Capital, Shield Capital",,Satellite servicing and docking technology for in-orbit life extension. $110M Series B led by Point72 Ventures with Activate Capital and Shield Capital co-leading. Builds on Nov-24 Series B ($29M) and reflects defense-tech appetite for SDA/orbital servicing post Space Force Otter contract.,https://www.starfishspace.com/press-release/starfish-space-raises-over-100-million-series-b/,verified,,,
pld-space,PLD Space,Space,Launch,Debt Financing,debt,35.0,,2026-04-07,7-Apr-26,Apr-26,2Q26,2026,Spain (Elche),European Investment Bank,InvestEU guarantee,EIB venture debt loan to fund MIURA 5 (small satellite launcher) final development. EIB's first-ever direct investment in small launchers. PLD now at €210M raised in 2026. MIURA 5 first test flight expected 2026. Up to 30 missions/year target.,https://spacenews.com/pld-space-secures-35-million-european-investment-bank-loan-for-miura-5-launcher/,verified,,,
xoople,Xoople,Space,Earth Observation,Series B,venture,130.0,,2026-04-06,6-Apr-26,Apr-26,2Q26,2026,Spain (Barcelona),Nazca Capital,"MCH Private Equity, CDTI (Spanish gov tech fund), Buenavista Equity Partners, Endeavor Catalyst","AI-optimized EO data play. Total raised now ~$225M. Partnered with L3Harris on next-gen sensors. Use cases span gov tracking, agribusiness, infra/supply chain. Massive Spanish space round signaling EU EO arms race.",https://techcrunch.com/2026/04/06/spains-xoople-raises-130-million-series-b-to-map-the-earth-for-ai/,verified,,,
q-factor,Q-Factor,Semiconductors,Frontier Compute,Seed,venture,24,,2026-04-06,06-Apr-26,Apr-26,2Q26,2026,Israel (Tel Aviv),"NFX, TPY Capital","Intel Capital, Korea Investment Partners, Deep33, Israel Innovation Authority",Neutral atom quantum computing architecture designed to scale from thousands to millions of qubits. Founded by Weizmann Institute and Technion physicists with decades of atomic physics research.,https://siliconangle.com/2026/04/06/q-factor-emerges-24m-funding-next-big-bet-achieve-quantum-computing-advantage/,verified,,,
qboson,QBoson,Semiconductors,Frontier Compute,Series B,venture,145,,2026-04-03,03-Apr-26,Apr-26,2Q26,2026,China (Beijing),"Beijing Financial Holdings Group, ICBC Capital",State-backed and institutional investors,"Photonic quantum computing company with 100, 550, and 1000 qubit systems deployed. Building pilot chip production line. Customers include National Supercomputing Center Chengdu and China Mobile.",https://thequantuminsider.com/2026/04/06/chinese-quantum-startup-qboson-raises-145-million-to-scale-chip-production/,verified,,,
spinq-technology,SpinQ Technology,Semiconductors,Frontier Compute,Series C (extension),venture,83.0,,2026-04-03,3-Apr-26,Apr-26,2Q26,2026,China (Shenzhen),"Cornerstone Capital, Guotai Junan Innovation Investment","Zhejiang Caitong Capital, Sichuan Zhenxing Group, Chengdu Tianchuang Investment, Yida Capital, Huaqiang Capital",Chinese superconducting quantum hardware vendor closes Series C+ tranche of CNY 600M (~$83M); cumulative Series C ~CNY 1B in three months. Reflects state-backed surge into quantum hardware under China's 15th Five-Year Plan.,https://thequantuminsider.com/2026/04/03/spinq-technology-secures-nearly-1-billion-chinese-yuan-in-series-c-funding-to-scale-industrial-superconducting-quantum-computing/,verified,,,
anvil-robotics,Anvil Robotics,Robotics,Software & Simulation,Seed (extension),venture,5.5,,2026-04-03,3-Apr-26,Apr-26,2Q26,2026,"USA (San Francisco, CA)","Matter Venture Partners, Humba Ventures","DNX Ventures, Spacecadet Ventures, Position Ventures, Vivek Sodera",'Legos for robots' modular dev-kit play targeting physical-AI builders; ships OpenARM and YAM platforms day-one. Echoes the Trossen/Hello Robot end of the dev-platform stack rather than full humanoids.,https://news.crunchbase.com/robotics/physical-ai-custom-robot-builder-seed-funding-anvil/,verified,,,
wearable-robotics,Wearable Robotics,Robotics,Surgical & Medical,Series A,venture,5.5,,2026-04-03,3-Apr-26,Apr-26,2Q26,2026,Italy (Pisa),CDP Venture Capital,"MITO Technology, LIFTT, SIMEST, RoboIT, Toscana Next","Sant'Anna spin-out building ALEX RS upper-limb rehab exoskeletons (>50 installations); CDP Venture-led. Smaller comp to Bionic, Ekso (EKSO), and Cyberdyne in neuromotor rehab.",https://www.eu-startups.com/2026/04/italys-wearable-robotics-closes-e5-million-series-a-to-scale-neuromotor-rehabilitation-robotics-and-exoskeletons/,verified,,,
galaxea-ai,Galaxea AI,Robotics,Software & Simulation,Series B (extension),venture,290.4,2900.0,2026-04-02,2-Apr-26,Apr-26,2Q26,2026,China (Beijing),Lens Technology,"Financial Street Capital, CICC Capital, GL Ventures","Embodied-intelligence/VLA platform pursuing the China-side equivalent of Skild and Physical Intelligence; ~$2.9B post-money (per Caixin, ~20B yuan). Total raised in two months exceeds $430M. Comp: Skild AI, Physical Intelligence, Pi.ai.",https://www.caixinglobal.com/2026-04-02/robot-startup-galaxea-ai-raises-291-million-102430297.html,verified,,,
lace-lithography,Lace Lithography,Semiconductors,Equipment,Series A,venture,40.0,,2026-04-02,2-Apr-26,Apr-26,2Q26,2026,Norway (Bergen),Atomico,"M12 (Microsoft), Linse Capital, Vsquared Ventures, Future Ventures, Runa Capital, Deep Future, SETT Spain, Nysno Climate Investments","Norwegian helium atom-beam lithography startup. 0.1nm beam vs ASML's 13.5nm EUV — speculative challenge to ASML's monopoly economics, with pilot fab system targeted for 2029.",https://bebeez.eu/2026/04/02/norways-lace-lithography-raises-40-million-series-a-to-reinvent-chipmaking-with-atom-beam-technology/,verified,,,
carbon-upcycling-technologies,Carbon Upcycling Technologies,Materials,Structural Materials,Debt Financing,debt,10.0,,2026-04-02,2-Apr-26,Apr-26,2Q26,2026,"Canada (Calgary, AB)",ATEL Ventures,,"Asset-secured financing facility (up to $10M USD) supporting Ash Grove Mississauga Cement Plant — sequesters CO2 from cement kiln to produce up to 30,000 tpa of low-carbon supplementary cementitious materials (SCMs). ATEL gets option for future equity investment. Strategic equity backers include CRH Ventures, Cemex Ventures, TITAN Group, Builders Vision, BDC, Climate Investment, Oxy Low-Carbon Ventures, Amplify Capital, Clean Energy Ventures. Debt financing typical at this stage of cement-decarb commercialization (cf. Sublime/Brimstone post-DOE rescission environment). Important counterpoint signal: cement decarb still attracting capital despite DOE OCED grant cancellations.",https://www.prnewswire.com/news-releases/carbon-upcycling-secures-10m-in-financing-from-atel-ventures-to-support-clean-cement-manufacturing-302732403.html,verified,,,
phantom-space-thermal-management-technologies,Phantom Space / Thermal Management Technologies,Space,Space Components,M&A,venture,,,2026-04-02,2-Apr-26,Apr-26,2Q26,2026,"USA (Logan, UT)",Phantom Space,,Phantom acquires TMT (thermal components) to support Phantom Cloud orbital data center constellation. Vertical integration play. Terms undisclosed. Founder Scott Schick stays as GM. Block I Phantom Cloud spacecraft thermal needs.,https://spacenews.com/phantom-space-buys-thermal-specialist-to-support-orbital-data-center-push/,verified,,,
