entity_id,company,company_description,sector,subsector,value_chain_tier,bottleneck_risk,policy_exposure,round,deal_type,amount_m,valuation_m,date,date_display,month_year,quarter,year,location,lead_investors,co_investors,related_tickers,robotnik_take,source
mind-robotics,Mind Robotics,"Mind Robotics is a Rivian spinout building AI-enabled robotic systems for complex manufacturing tasks requiring dexterity, adaptability, and real-time decision-making, leveraging Rivian operations data as a foundation. Led by Rivian CEO RJ Scaringe.",Robotics,Industrial Robots,,Pre-commercial,None,Seed,venture,115.0,,2025-11-04,4-Nov-25,Nov-25,4Q25,2025,"Palo Alto, USA",Eclipse Ventures,,,"$115M is an outlier seed — Eclipse Ventures anchoring an RJ Scaringe-led Rivian spinout with proprietary auto-manufacturing data. Comp set: Symbotic (SYM) on warehouse automation, Rockwell (ROK) on industrial automation, plus private peers Apptronik and Figure AI on the humanoid side. The Rivian-data-flywheel pitch is unique in the seed cohort — closest analog is Tesla's Optimus internal program. Four months later the Series A priced at $2B valuation with Accel and a16z, validating the seed thesis but pricing in the entire data-advantage moat upfront.",https://techcrunch.com/2025/11/04/rivian-creates-another-spinoff-company-called-mind-robotics/
distalmotion,Distalmotion,"Builds Dexter, a smaller, mobile surgical robot for ambulatory surgery centers, designed to compete with Intuitive Surgical's da Vinci on cost and footprint. FDA-cleared for gallbladder removal, hysterectomy, and hernia repair.",Robotics,Surgical & Medical,System Integration,Medium,None,Series G,venture,150,,2025-11-18,18-Nov-25,Nov-25,4Q25,2025,Switzerland,Revival Healthcare Capital,,,"$150M Series G — Distalmotion is the mobile-cost-disruption bet against Intuitive Surgical (ISRG) da Vinci, with Asensus Surgical (ASXC) and CMR Surgical on adjacent challenger cohort. Dexter targets ambulatory surgery centers — a segment ISRG's footprint and price point don't fit. Revival Healthcare Capital lead reads as concentrated late-stage healthcare-tech capital. Three FDA clearances (gallbladder, hysterectomy, hernia) is the commercial unlock. Binary: ASC adoption scaling procedure volume before ISRG counters with a smaller-footprint platform.",https://www.globenewswire.com/news-release/2025/11/18/3190065/0/en/Distalmotion-Raises-150-Million-to-Accelerate-US-Expansion-of-the-DEXTER-Robotic-Surgery-System-and-Names-Chas-McKhann-as-Executive-Chairman.html
celestial-ai,Celestial AI,Develops the Photonic Fabric optical interconnect — silicon photonic chiplets that disaggregate memory from compute for AI clusters at higher bandwidth than electrical NVLink or Tomahawk-class switching. Targets hyperscalers building exascale AI systems.,Semiconductors,Fabless Design,IP & Design,High,US_CHIPS_Act,Series C,venture,250,2500,2025-03-11,11-Mar-25,Mar-25,1Q25,2025,"USA (Santa Clara, CA)",Fidelity Management & Research,"BlackRock, Tiger Global Management, Maverick Silicon, Lip-Bu Tan, AMD Ventures, Koch Disruptive, Temasek, Xora, Porsche SE, The Engine Ventures",,"$250M Series C funds Photonic Fabric optical interconnect for AI memory-disaggregation; positions Celestial alongside Lightmatter and Ayar Labs as the merchant alternatives to in-house hyperscaler photonics. Comp set: Lightmatter ($4.4B), Ayar Labs (Intel-aligned), Marvell (MRVL) and Broadcom (AVGO) on CPO. AMD strategic LP is the load-bearing signal — accelerator incumbent hedging into optical I/O before HBM/copper power walls bind.",https://siliconangle.com/2025/03/11/celestial-ai-raises-250m-optical-interconnect-technology/
atlant-3d,ATLANT 3D,"Danish developer of Direct Atomic Layer Processing (DALP) equipment for semiconductor, quantum device, and optics manufacturing. Tools deployed at NASA and ESA; partners include STMicroelectronics and Sony.",Semiconductors,Equipment,Capital Equipment,Pre-commercial,EU_Chips_Act,Series A,venture,15,,2025-03-11,11-Mar-25,Mar-25,1Q25,2025,Denmark (Copenhagen),West Hill Capital,,,"$15M Series A — DALP positioned as the additive-deposition counterpart to ASM International (ASM NA) and Lam Research (LRCX) on incumbent ALD. STMicro (STM) and Sony (6758 JP) partnerships are the differentiator — these are tool-validation revenue, not pilot-conversion. NASA / ESA deployments are flagship references but small revenue. Sub-$25M round priced for tool-platform proof, not category leadership. Binary catalyst is a production-grade chamber qualified at a tier-1 logic fab.",https://www.prnewswire.com/news-releases/atlant-3d-secures-15-m-series-a-302398320.html
lila-sciences,Lila Sciences,"Builds an AI-driven scientific discovery platform combining foundation models with automated laboratory experimentation for materials, chemistry, and biology research. Targets pharma and industrial R&D customers wanting closed-loop AI + lab automation.",Robotics,Silicon & Substrates,Software & Services,Pre-commercial,None,Seed,venture,200,,2025-03-15,15-Mar-25,Mar-25,1Q25,2025,"USA (Cambridge, MA)","Flagship Pioneering, General Catalyst","March Capital, ARK Venture Fund, Altitude Life Science Ventures, Abu Dhabi Investment Authority",,"$200M seed is among the largest ever — Lila is Flagship Pioneering's biotech-platform playbook applied to AI + lab automation. Comp set: Recursion (RXRX) and Insitro (private) on the AI-for-drug-discovery side, Schrodinger (SDGR) on the in-silico stack, against Bruker (BRKR) and Thermo Fisher (TMO) on the lab-automation hardware. Flagship + General Catalyst lead reads as institutional conviction stacking, not seed-stage capital. The thesis: closed-loop AI plus lab robots produces faster materials/chem discovery than either alone. Series A bar is now extreme.",https://www.alleywatch.com/2025/04/us-startup-funding-top-largest-march-2025-vc/
marvel-fusion,Marvel Fusion,German laser-driven inertial confinement fusion company. Building a fusion research facility with Colorado State University to validate the laser-target approach in a research-to-commercial pathway.,Materials,Structural Materials,Upstream Materials,Medium,EU_NZIA,Series B Extension,venture,55,,2025-03-27,27-Mar-25,Mar-25,1Q25,2025,Germany (Munich),"EQT Ventures, Siemens Energy",,,"$55M extension — Marvel is the laser-driven-fusion comp to NIF on the inertial-confinement physics path, against Helion (magneto-inertial) and Commonwealth (tokamak) on the broader fusion-investment frame. EQT Ventures + Siemens Energy lead is the structural signal: Siemens Energy (ENR DE) gives Marvel a downstream grid-integration partner most fusion peers lack. Colorado State $150M facility is the research-to-commercial pathway. Binary catalyst is laser-target ignition demonstration on a non-NIF platform.",https://tech.eu
agility-robotics,Agility Robotics,"Builds Digit, a bipedal humanoid robot designed for warehouse and logistics work. Operates RoboFab in Salem, Oregon — a manufacturing facility targeting 10,000 robots per year — and deploys Digit in Amazon warehouses.",Robotics,Humanoid & Service Robots,System Integration,Medium,None,Series C,venture,400,2120,2025-03-31,31-Mar-25,Mar-25,1Q25,2025,"USA (Salem, OR)",WP Global,"SoftBank, Amazon Industrial Innovation Fund, DCVC, Playground Global, NVentures (NVIDIA), Sony Innovation Fund, Schaeffler, TDK Ventures, Safar Partners",AMZN,"$400M Series C at $2.12B post — Digit is in active Amazon (AMZN) warehouse deployment, giving Agility the only confirmed multi-thousand-unit demand-side commitment in Western humanoid. Comp set: Figure, Apptronik, and 1X privately; Tesla (TSLA) Optimus on the OEM-integrated side. WP Global lead with SoftBank, Amazon Industrial Innovation Fund, and NVentures (NVDA) co-investing reads as strategic-customer stack and supply-chain alignment. RoboFab 10K/yr target is the operational binary: hit the run-rate or the valuation resets versus humanoid peers still pre-production.",https://techstartups.com/2025/03/31/agility-robotics-raises-400m-to-scale-bipedal-robot-digit-as-humanoid-race-heats-up/
cmr-surgical,CMR Surgical,"Develops the Versius surgical robotic system for soft-tissue laparoscopic surgery. The platform is modular — separate arms on independent carts instead of a single bulky tower — and competes with Intuitive Surgical's da Vinci across more than 15,000 procedures globally.",Robotics,Surgical & Medical,System Integration,Pre-commercial,None,Undisclosed,venture,200,3000,2025-04-02,2-Apr-25,Apr-25,2Q25,2025,United Kingdom (Cambridge),Trinity Capital,All existing major investors,ROBOT,"$200M tranche funds US FDA submission and commercial buildout for Versius soft-tissue platform. Comp set: ISRG (Intuitive) dominant incumbent, Medtronic Hugo and Stryker Mako on adjacent platforms, Asensus (ASXC) on listed peers. CMR is the best-capitalized private soft-tissue RAS challenger globally; US 510(k) clearance is the binary catalyst that unlocks the world's largest surgical robotics market and the path to a strategic exit or IPO.",https://us.cmrsurgical.com/news/cmr-surgical-secures-200m-usd-in-funding
aetherflux,Aetherflux,Develops space-based solar power — orbital solar arrays beaming energy to ground-station rectennas using laser or microwave transmission. Targets defense and remote-power applications.,Space,Space Components,Components & Subsystems,Pre-commercial,US_DPA_Title_III,Series A,venture,50,,2025-04-02,02-Apr-25,Apr-25,2Q25,2025,"USA (San Carlos, CA)","Index Ventures, Interlagos",,,"$50M Series A for space-based solar — orbital arrays plus laser/microwave downlink. Comp set thin: no listed pure-play comp; adjacencies are Northrop (NOC) on space-power systems and First Solar (FSLR) on terrestrial PV. Index + Interlagos lead is venture-conviction capital. Defense and remote-power use cases are the only credible early markets — grid-scale economics remain speculative. Binary catalyst is a demonstration mission converting orbital power to ground-deliverable watts at any scale, on any timeline.",https://techcrunch.com
fairmat,Fairmat,French composite recycling company recovering and remanufacturing carbon fiber from aerospace and automotive scrap into new structural materials.,Materials,Structural Materials,Upstream Materials,Medium,EU_NZIA,Series B,venture,56,,2025-04-02,2-Apr-25,Apr-25,2Q25,2025,France,Undisclosed,,,"$56M Series B for carbon-fiber recycling — comp set: Hexcel (HXL) and Toray (3402 JP) on virgin carbon-fiber incumbents, Solvay (SOLB BR) on advanced materials. Aerospace and auto recycling is a structurally tight loop because virgin CF supply is constrained. Undisclosed lead limits read on capital stack quality. Thesis: recycled CF approaches feedstock parity with virgin as aerospace scrap volumes grow alongside narrow-body production rates at Boeing (BA) and Airbus (AIR FP).",https://techcrunch.com
portal-space-systems,Portal Space Systems,Builds the Supernova satellite bus equipped with solar-thermal propulsion for rapid orbital maneuvering. Holds a $45M SpaceWERX contract; first Starburst-1 mission scheduled on SpaceX Transporter-18 in late 2026. Founded by a former SpaceX Raptor engineer.,Space,Launch,Deployment & Operation,Pre-commercial,US_DPA_Title_III,Seed,venture,17.5,,2025-04-03,3-Apr-25,Apr-25,2Q25,2025,"USA (Bothell, WA)",AlleyCorp,"Mach33, FUSE, First In, TFX, Offline Ventures, Atypical",,"$17.5M seed against a $45M SpaceWERX STRATFI commitment — backlog-to-equity ratio is unusually rich for a seed-stage space company. Comp set: Astranis and Loft Orbital on the agile-smallsat bus side, plus Rocket Lab (RKLB) on the vertically integrated benchmark. Solar-thermal propulsion is the technical differentiator — high specific impulse without electric-propulsion's power constraint. Ex-SpaceX Raptor CTO is the founding-team signal. Binary catalyst is the Starburst-1 mission delivery in late 2026.",https://spacenews.com/portal-space-systems-raises-17-5-million-for-highly-maneuverable-supernova-spacecraft/
roboforce,RoboForce,"Builds AI-powered industrial robots for heavy manufacturing applications. Sells robotic systems for high-physical-effort tasks; competes with FANUC, ABB, and Veo Robotics in the industrial-robotics segment.",Robotics,Industrial Robots,System Integration,Pre-commercial,None,Seed (extension),venture,5.0,,2025-05-20,20-May-25,May-25,2Q25,2025,USA,Undisclosed,,,"$5M seed extension with undisclosed lead — force-controlled assembly is the contact-rich category where FANUC (6954 JP), ABB (ABB), and Yaskawa (6506 JP) have entrenched position-controlled stacks but lack native compliance. Veo Robotics' collapse left the contact-rich niche open. Sub-$25M tail; undisclosed lead caps the signal. Binary catalyst is a single tier-1 manufacturer pilot before incumbents add native force control via firmware.",https://www.therobotreport.com/roboforce-introduces-titan-mobile-manipulator-raises-5m-more-funding/
blue-water-autonomy,Blue Water Autonomy,Builds full-sized autonomous unmanned ships for the US Navy. Targets the Pentagon's $2.1B Medium Unmanned Surface Vessel (MUSV) program; backed by GV.,Robotics,Autonomous Systems & Drones,System Integration,Pre-commercial,US_DPA_Title_III,Seed,venture,14,,2025-04-11,11-Apr-25,Apr-25,2Q25,2025,"USA (Boston, MA)","Eclipse Ventures, Riot Ventures, Impatient Ventures",,AMZN,"$14M seed targeting the Pentagon's $2.1B MUSV program — direct comp set: Saronic (private) and Anduril on the autonomous-surface-vessel side, plus Huntington Ingalls (HII) and General Dynamics (GD) on the incumbent shipbuilders. Eclipse + Riot lead is defense-deeptech conviction capital. Amazon Robotics / iRobot / Navy founding team is the credibility signal. Binary catalyst is the first MUSV contract award — Saronic has the lead, Blue Water has the team.",https://techcrunch.com/2025/04/11/blue-water-autonomy-comes-out-of-stealth-promising-autonomous-naval-ships/
